epoch,accuracy,loss,val_accuracy,val_loss
0,0.7095516324043274,0.5946897864341736,0.7938596606254578,0.4099883437156677
1,0.766569197177887,0.48161303997039795,0.7763158082962036,0.4727585017681122
2,0.8328459858894348,0.3842446804046631,0.8396686315536499,0.3647643029689789
3,0.8533138632774353,0.336734414100647,0.8386939764022827,0.3824250102043152
4,0.8659843802452087,0.32640352845191956,0.8518518805503845,0.33131974935531616
5,0.847953200340271,0.3365879952907562,0.8693957328796387,0.3131534457206726
6,0.8825535774230957,0.27585214376449585,0.8806042671203613,0.303927481174469
7,0.88791424036026,0.2851978838443756,0.9039961099624634,0.2721557319164276
8,0.8932748436927795,0.26584702730178833,0.8830409646034241,0.29639604687690735
9,0.8942494988441467,0.2477172166109085,0.88791424036026,0.3438098728656769
10,0.9117933511734009,0.22016814351081848,0.8957114815711975,0.28370797634124756
11,0.9220272898674011,0.21241755783557892,0.918615996837616,0.2709425091743469
12,0.9239766001701355,0.18820098042488098,0.9117933511734009,0.3092993199825287
13,0.9298245906829834,0.17657315731048584,0.9307992458343506,0.25148823857307434
14,0.9288498759269714,0.19559040665626526,0.9234892725944519,0.28233662247657776
15,0.8708577156066895,0.37412673234939575,0.8913255333900452,0.3693739175796509
16,0.9176413416862488,0.21141290664672852,0.9142300486564636,0.26439157128334045
17,0.9273878931999207,0.1785179227590561,0.9288498759269714,0.2571238577365875
18,0.9225146174430847,0.1986159384250641,0.8966861367225647,0.2773936092853546
