epoch,accuracy,loss,val_accuracy,val_loss
0,0.6413255333900452,0.7081477046012878,0.7256335020065308,0.5545188784599304
1,0.7699804902076721,0.48999282717704773,0.752436637878418,0.4915987253189087
2,0.8104288578033447,0.42473292350769043,0.7470760345458984,0.46452397108078003
3,0.8133528232574463,0.4247787296772003,0.8464912176132202,0.374134361743927
4,0.8347952961921692,0.36081135272979736,0.8011695742607117,0.4054960012435913
5,0.8518518805503845,0.3374035358428955,0.819688081741333,0.3768124580383301
6,0.8684210777282715,0.30770811438560486,0.864522397518158,0.31602731347084045
7,0.8908382058143616,0.27700555324554443,0.8625730872154236,0.36401888728141785
8,0.8703703880310059,0.3013622462749481,0.8372319936752319,0.3979274034500122
9,0.8830409646034241,0.2745223045349121,0.8703703880310059,0.294620543718338
10,0.9005848169326782,0.24681150913238525,0.8835282921791077,0.3232247531414032
11,0.8689084053039551,0.31217440962791443,0.7977582812309265,0.46473994851112366
12,0.8669590353965759,0.3294452130794525,0.803118884563446,0.49995651841163635
13,0.8767056465148926,0.2909960448741913,0.8869395852088928,0.30273333191871643
14,0.9074074029922485,0.24290457367897034,0.8669590353965759,0.3330012857913971
