epoch,accuracy,loss,val_accuracy,val_loss
0,0.9355711936950684,0.1625334471464157,0.9780488014221191,0.0599994882941246
1,0.9769896864891052,0.07209566980600357,0.9731707572937012,0.054278068244457245
2,0.9783432483673096,0.05690574645996094,0.9829268455505371,0.04049301892518997
3,0.9834867119789124,0.051054008305072784,0.9902439117431641,0.022281553596258163
4,0.984028160572052,0.04738461226224899,0.9902439117431641,0.021590128540992737
5,0.9875473976135254,0.04130997508764267,0.9878048896789551,0.026177624240517616
6,0.9859231114387512,0.04051492363214493,0.992682933807373,0.020575430244207382
7,0.988900899887085,0.0359533466398716,0.9853658676147461,0.03462252765893936
8,0.9853817224502563,0.03699137642979622,0.9853658676147461,0.03941210359334946
9,0.9883595108985901,0.03701814264059067,0.9829268455505371,0.04029211774468422
10,0.9859231114387512,0.038396205753088,0.992682933807373,0.021502768620848656
11,0.9899837374687195,0.029619066044688225,0.995121955871582,0.019350329414010048
12,0.9905251860618591,0.02482890896499157,0.992682933807373,0.025065919384360313
13,0.9872766733169556,0.03543856367468834,0.995121955871582,0.0185644943267107
14,0.9913372993469238,0.030195660889148712,0.992682933807373,0.023133860900998116
15,0.988900899887085,0.03164265677332878,0.9902439117431641,0.021534539759159088
16,0.9905251860618591,0.028407476842403412,0.995121955871582,0.018972819671034813
17,0.9872766733169556,0.03594735264778137,0.992682933807373,0.02284424565732479
18,0.9883595108985901,0.032008733600378036,0.992682933807373,0.02320433408021927
