epoch,accuracy,loss,val_accuracy,val_loss
0,0.8175182342529297,0.40969526767730713,0.928784191608429,0.20776189863681793
1,0.9391727447509766,0.1868719458580017,0.941781759262085,0.14543618261814117
2,0.9635036587715149,0.12173718959093094,0.9601949453353882,0.10868196934461594
3,0.9805352687835693,0.08972398936748505,0.9626320004463196,0.09940696507692337
4,0.9756690859794617,0.07677267491817474,0.9704846739768982,0.08351476490497589
5,0.985401451587677,0.07873741537332535,0.9702138900756836,0.08281517773866653
6,0.9756690859794617,0.05807997286319733,0.9723801612854004,0.07575248181819916
7,0.9927007555961609,0.046644192188978195,0.972650945186615,0.07479049265384674
8,0.9902676343917847,0.04483161121606827,0.969943106174469,0.08117906004190445
9,0.9829683899879456,0.04750461503863335,0.9734632968902588,0.07080698013305664
10,0.9951338171958923,0.03520651161670685,0.9729217290878296,0.07237211614847183
11,0.9951338171958923,0.029994415119290352,0.976712703704834,0.06542735546827316
12,0.9951338171958923,0.029606273397803307,0.976712703704834,0.06378981471061707
13,0.9902676343917847,0.03706119954586029,0.9734632968902588,0.07446713000535965
14,0.9951338171958923,0.02944595366716385,0.9756295680999756,0.0696820616722107
15,0.9902676343917847,0.030712300911545753,0.9756295680999756,0.06376276165246964
16,0.9951338171958923,0.02576477639377117,0.9756295680999756,0.06517050415277481
17,0.9975669384002686,0.02440660633146763,0.9750880002975464,0.06676989048719406
18,0.9951338171958923,0.027002951130270958,0.9718385934829712,0.07497217506170273
19,1.0,0.01721637137234211,0.9788789749145508,0.061210766434669495
20,0.9951338171958923,0.019833587110042572,0.9777958393096924,0.061306484043598175
21,0.9975669384002686,0.015619432553648949,0.9772542715072632,0.06441139429807663
22,0.9975669384002686,0.013730422593653202,0.9769834876060486,0.06566467136144638
23,0.9975669384002686,0.016429131850600243,0.9731925129890442,0.07422036677598953
24,1.0,0.011831364594399929,0.972650945186615,0.07741386443376541
