epoch,accuracy,loss,val_accuracy,val_loss
0,0.6748781800270081,0.619720458984375,0.8439024686813354,0.452117919921875
1,0.7983216047286987,0.4619313180446625,0.8512195348739624,0.4715159237384796
2,0.8180834054946899,0.3988816738128662,0.8878048658370972,0.30973905324935913
3,0.8651868104934692,0.321031391620636,0.8902438879013062,0.2737375497817993
4,0.8795343637466431,0.2800334692001343,0.9170731902122498,0.21766211092472076
5,0.8987547159194946,0.24736440181732178,0.9365853667259216,0.20425821840763092
6,0.8873849511146545,0.26540857553482056,0.9170731902122498,0.23202382028102875
7,0.9055224657058716,0.23987287282943726,0.9365853667259216,0.2085365504026413
8,0.916080117225647,0.2212073653936386,0.9390243887901306,0.18259453773498535
9,0.9323226809501648,0.17670118808746338,0.9512194991111755,0.13831189274787903
10,0.9436924457550049,0.15033863484859467,0.9487804770469666,0.1361967921257019
11,0.938278317451477,0.16645728051662445,0.9560975432395935,0.16347940266132355
12,0.9396318197250366,0.1595454216003418,0.9439024329185486,0.1727907806634903
13,0.9366540312767029,0.17567212879657745,0.9414634108543396,0.20386216044425964
14,0.948023796081543,0.15002019703388214,0.9439024329185486,0.17505936324596405
15,0.9491066336631775,0.13251814246177673,0.9268292784690857,0.24107412993907928
