epoch,accuracy,loss,val_accuracy,val_loss
0,0.5961070656776428,0.9093502163887024,0.6441917419433594,0.6773110032081604
1,0.6618005037307739,0.6530994176864624,0.6450040340423584,0.5874744057655334
2,0.7153284549713135,0.600072979927063,0.7159491181373596,0.5869675278663635
3,0.7785888314247131,0.5107367634773254,0.7982670068740845,0.48453882336616516
4,0.7858880758285522,0.4727354645729065,0.7714595198631287,0.45671966671943665
5,0.827250599861145,0.41195568442344666,0.8004332780838013,0.4185636043548584
6,0.8296837210655212,0.3871455490589142,0.8007040619850159,0.46649354696273804
7,0.812652051448822,0.4333662688732147,0.8085567355155945,0.4077121615409851
8,0.827250599861145,0.37376582622528076,0.8421337604522705,0.37486955523490906
9,0.8296837210655212,0.40521690249443054,0.8199295997619629,0.38695502281188965
10,0.8515815138816833,0.3608647882938385,0.7809368968009949,0.49923327565193176
11,0.8442822098731995,0.383024126291275,0.8004332780838013,0.41416800022125244
12,0.856447696685791,0.32483288645744324,0.8291361927986145,0.4048377275466919
13,0.856447696685791,0.33322155475616455,0.8345518708229065,0.4254266321659088
