epoch,accuracy,loss,val_accuracy,val_loss
0,0.818308413028717,0.603963315486908,0.9528838396072388,0.16932523250579834
1,0.9352592825889587,0.2026687115430832,0.965069055557251,0.12789922952651978
2,0.9561433792114258,0.14326685667037964,0.9683184623718262,0.10509247332811356
3,0.9557953476905823,0.14244556427001953,0.9707554578781128,0.09854594618082047
4,0.9714584350585938,0.10893696546554565,0.9788789749145508,0.0847325325012207
5,0.9683257937431335,0.10259757190942764,0.9796913266181946,0.08132390677928925
6,0.9679777026176453,0.10378006100654602,0.9772542715072632,0.07612936198711395
7,0.975287139415741,0.08858489990234375,0.9796913266181946,0.0733460783958435
8,0.9704142212867737,0.08760367333889008,0.9796913266181946,0.07596825063228607
9,0.9759833216667175,0.0762590616941452,0.9805036783218384,0.07204318046569824
10,0.9777236580848694,0.07777174562215805,0.9805036783218384,0.07028986513614655
11,0.9735468029975891,0.07742737978696823,0.9805036783218384,0.07170380651950836
12,0.9766794443130493,0.06354398280382156,0.9805036783218384,0.07293527573347092
13,0.9728506803512573,0.07893632352352142,0.978066623210907,0.07085929065942764
14,0.9794639945030212,0.06776103377342224,0.9837530255317688,0.06824073195457458
15,0.9794639945030212,0.061606328934431076,0.9837530255317688,0.0665365532040596
16,0.980160117149353,0.0698103979229927,0.9821283221244812,0.07010157406330109
17,0.9735468029975891,0.07963820546865463,0.9837530255317688,0.06509140878915787
18,0.9738948941230774,0.08292044699192047,0.9853777289390564,0.0635569840669632
19,0.9843369126319885,0.05768759176135063,0.9837530255317688,0.07115600258111954
20,0.979115903377533,0.06606211513280869,0.9861900806427002,0.06538519263267517
21,0.9822485446929932,0.06109696626663208,0.9853777289390564,0.0674702376127243
22,0.9777236580848694,0.0627216026186943,0.9845653772354126,0.06361681967973709
23,0.9843369126319885,0.05663129687309265,0.9837530255317688,0.06356433779001236
