epoch,accuracy,loss,val_accuracy,val_loss
0,0.685140073299408,0.6424788236618042,0.8115353584289551,0.4452669322490692
1,0.7862362861633301,0.4788227677345276,0.8302193284034729,0.40563860535621643
2,0.8081607818603516,0.4310905337333679,0.8249390721321106,0.38792890310287476
3,0.8124238848686218,0.4169403612613678,0.7814784646034241,0.44915151596069336
4,0.8361753821372986,0.3725051283836365,0.8476848006248474,0.3851469159126282
5,0.830085277557373,0.38674747943878174,0.827376127243042,0.3902096152305603
6,0.856881856918335,0.3220405876636505,0.8732737898826599,0.3192853629589081
7,0.8629719614982605,0.31369706988334656,0.8627132177352905,0.31742799282073975
8,0.8678441047668457,0.28812217712402344,0.8675873279571533,0.2987796366214752
9,0.8873324990272522,0.28050556778907776,0.8846466541290283,0.2701444625854492
10,0.8891595602035522,0.24971294403076172,0.9025182723999023,0.2737888991832733
11,0.8897686004638672,0.24398095905780792,0.8992688655853271,0.26139214634895325
12,0.900121808052063,0.23704811930656433,0.8785540461540222,0.30710408091545105
13,0.8885505199432373,0.2619584798812866,0.8838343024253845,0.2867039740085602
14,0.913520097732544,0.2093663066625595,0.9106417298316956,0.25527504086494446
15,0.9269183874130249,0.17322133481502533,0.9057676792144775,0.2851928472518921
16,0.915347158908844,0.21448475122451782,0.8614947199821472,0.3749839961528778
17,0.9250913262367249,0.2023855745792389,0.8854590058326721,0.3034748136997223
18,0.9171741604804993,0.19211992621421814,0.9025182723999023,0.32807767391204834
19,0.9305724501609802,0.189364954829216,0.9228269457817078,0.2752242684364319
