epoch,accuracy,loss,val_accuracy,val_loss
0,0.7402597665786743,0.7418748140335083,0.9199164509773254,0.25062018632888794
1,0.9050324559211731,0.28484851121902466,0.9470751881599426,0.16758602857589722
2,0.9220778942108154,0.2283174842596054,0.9641364812850952,0.12665776908397675
3,0.9391233921051025,0.1789744794368744,0.9665738344192505,0.11025692522525787
4,0.9610389471054077,0.11831270158290863,0.9731894135475159,0.10028019547462463
5,0.9594155550003052,0.13118527829647064,0.9777158498764038,0.09029922634363174
6,0.9610389471054077,0.11437556147575378,0.9745821952819824,0.08529029786586761
7,0.9699675440788269,0.09864834696054459,0.9752785563468933,0.08023801445960999
8,0.9683441519737244,0.09509267657995224,0.9825905561447144,0.07600796222686768
9,0.9667207598686218,0.09141188859939575,0.9801532030105591,0.07467219233512878
10,0.975649356842041,0.08732272684574127,0.9815459847450256,0.07540260255336761
11,0.9772727489471436,0.07186777889728546,0.9791086316108704,0.07388186454772949
12,0.9788960814476013,0.07589565962553024,0.9822423458099365,0.07105639576911926
13,0.9748376607894897,0.08297295868396759,0.9773676991462708,0.07243911176919937
14,0.9797077775001526,0.08148134499788284,0.9787604212760925,0.06988313049077988
15,0.9732142686843872,0.07865539938211441,0.9773676991462708,0.07232639193534851
16,0.9748376607894897,0.07490746676921844,0.9815459847450256,0.07133784890174866
17,0.9805194735527039,0.05649767816066742,0.9787604212760925,0.06958381086587906
18,0.9805194735527039,0.06643403321504593,0.9811977744102478,0.07091090083122253
19,0.9788960814476013,0.07585218548774719,0.9780640602111816,0.07201961427927017
20,0.9797077775001526,0.07104456424713135,0.9780640602111816,0.0744585394859314
21,0.9740259647369385,0.06974562257528305,0.984331488609314,0.07709991186857224
22,0.975649356842041,0.06720469146966934,0.9787604212760925,0.07604516297578812
