epoch,accuracy,loss,val_accuracy,val_loss
0,0.7095006108283997,0.6064180731773376,0.823314368724823,0.42096248269081116
1,0.7984165549278259,0.4550580382347107,0.8180341124534607,0.4199209213256836
2,0.8057247400283813,0.4310791790485382,0.8261575698852539,0.45975443720817566
3,0.8118148446083069,0.40582361817359924,0.8411860466003418,0.3543700575828552
4,0.8580998778343201,0.32917943596839905,0.8602762222290039,0.32965144515037537
5,0.8678441047668457,0.29928359389305115,0.8688058257102966,0.36475926637649536
6,0.8647990226745605,0.30398979783058167,0.8464663028717041,0.35763785243034363
7,0.8781973123550415,0.28233620524406433,0.8647441267967224,0.2939939796924591
8,0.8861144781112671,0.2845216393470764,0.8899269104003906,0.2895171642303467
9,0.8946406841278076,0.24007315933704376,0.8992688655853271,0.2581140697002411
10,0.901948869228363,0.23244793713092804,0.9077985286712646,0.24732434749603271
11,0.8970767259597778,0.23777268826961517,0.9041429758071899,0.28514203429222107
12,0.9068209528923035,0.2246118038892746,0.906173825263977,0.2618260681629181
13,0.9165651798248291,0.2117525339126587,0.9053614735603333,0.2519552707672119
14,0.9171741604804993,0.18222670257091522,0.923233151435852,0.23333150148391724
15,0.9220463037490845,0.2100878804922104,0.9293257594108582,0.2127225697040558
16,0.9317904710769653,0.17546765506267548,0.9268887042999268,0.2582946717739105
17,0.8940316438674927,0.24517376720905304,0.8956133127212524,0.25570037961006165
18,0.9025578498840332,0.22408650815486908,0.9094232320785522,0.255898654460907
19,0.9336175322532654,0.1705915629863739,0.9305442571640015,0.24902227520942688
20,0.9372715950012207,0.16943947970867157,0.9163281917572021,0.23935410380363464
