epoch,accuracy,loss,val_accuracy,val_loss
0,0.9193057417869568,0.19316183030605316,0.9743902683258057,0.07391060143709183
1,0.9756394624710083,0.07366925477981567,0.9817073345184326,0.06283190846443176
2,0.9829476475715637,0.05294808745384216,0.9841463565826416,0.0568293035030365
3,0.984774649143219,0.04405026510357857,0.9780488014221191,0.06674636900424957
4,0.9811205863952637,0.047712575644254684,0.9841463565826416,0.05128036439418793
5,0.9853836894035339,0.042193703353405,0.9780488014221191,0.05927668884396553
6,0.9893422722816467,0.03697279840707779,0.9804878234863281,0.05944531038403511
7,0.9823386073112488,0.04220355302095413,0.9817073345184326,0.051257599145174026
8,0.9890377521514893,0.035095855593681335,0.9841463565826416,0.0522051639854908
9,0.9896467924118042,0.02980414219200611,0.9792683124542236,0.056366439908742905
10,0.9899512529373169,0.027188071981072426,0.9841463565826416,0.052165720611810684
11,0.9893422722816467,0.03418876230716705,0.9841463565826416,0.05208372324705124
12,0.9887332320213318,0.03179871663451195,0.9853658676147461,0.05035465583205223
13,0.9905602931976318,0.026671655476093292,0.9829268455505371,0.05429776757955551
14,0.9881242513656616,0.03534051775932312,0.9731707572937012,0.07114433497190475
15,0.9902557730674744,0.028954090550541878,0.9841463565826416,0.055940791964530945
16,0.9881242513656616,0.028984246775507927,0.9743902683258057,0.06852949410676956
17,0.9896467924118042,0.03298060968518257,0.9878048896789551,0.0489845909178257
18,0.9881242513656616,0.03205845504999161,0.9865853786468506,0.04891030490398407
19,0.9914737939834595,0.029117822647094727,0.9756097793579102,0.06791184842586517
20,0.9890377521514893,0.03176935762166977,0.9743902683258057,0.06441347301006317
21,0.9881242513656616,0.030971180647611618,0.9792683124542236,0.05890108272433281
22,0.9908648133277893,0.025237593799829483,0.9768292903900146,0.06345575302839279
23,0.9920828342437744,0.022144339978694916,0.9804878234863281,0.06150318309664726
